name,price,category,brand,url,sku,variant,color,description,spec_Framefit,spec_Bottom_bracket,spec_Voorderailleur,hero_image_1_url,hero_image_1_path,hero_image_1_filename,hero_image_2_url,hero_image_2_path,hero_image_2_filename,hero_image_3_url,hero_image_3_path,hero_image_3_filename,hero_image_4_url,hero_image_4_path,hero_image_4_filename,hero_image_5_url,hero_image_5_path,hero_image_5_filename,hero_image_6_url,hero_image_6_path,hero_image_6_filename,hero_image_7_url,hero_image_7_path,hero_image_7_filename,hero_image_8_url,hero_image_8_path,hero_image_8_filename,hero_image_9_url,hero_image_9_path,hero_image_9_filename,hero_image_10_url,hero_image_10_path,hero_image_10_filename,hero_image_11_url,hero_image_11_path,hero_image_11_filename,hero_image_12_url,hero_image_12_path,hero_image_12_filename,hero_image_13_url,hero_image_13_path,hero_image_13_filename,hero_image_14_url,hero_image_14_path,hero_image_14_filename,hero_image_15_url,hero_image_15_path,hero_image_15_filename,hero_image_16_url,hero_image_16_path,hero_image_16_filename,hero_image_17_url,hero_image_17_path,hero_image_17_filename,hero_image_18_url,hero_image_18_path,hero_image_18_filename,hero_image_19_url,hero_image_19_path,hero_image_19_filename,hero_image_20_url,hero_image_20_path,hero_image_20_filename,hero_image_21_url,hero_image_21_path,hero_image_21_filename,hero_image_22_url,hero_image_22_path,hero_image_22_filename,hero_image_23_url,hero_image_23_path,hero_image_23_filename,hero_image_24_url,hero_image_24_path,hero_image_24_filename,hero_image_25_url,hero_image_25_path,hero_image_25_filename,hero_image_26_url,hero_image_26_path,hero_image_26_filename
FX Sport 6,2999.0,Active &amp; fitness bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/35787/,35787,black,Black,,Comfort*,"Shimano RS500, 86 mm, PressFit*","1x, geen voorderailleur","https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FXSport6Carbon-25-47256-A-Primary",images/Trek/FX_Sport_6/FXSport6Carbon-25-47256-A-Primary_01.jpg,FXSport6Carbon-25-47256-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FXSport5Carbon-25-47263-A-Primary",images/Trek/FX_Sport_6/FXSport5Carbon-25-47263-A-Primary_02.jpg,FXSport5Carbon-25-47263-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FXSportEquippedMidstep-26-56825-A-Primary",images/Trek/FX_Sport_6/FXSportEquippedMidstep-26-56825-A-Primary_03.jpg,FXSportEquippedMidstep-26-56825-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FXSportEquippedStepover-26-56824-A-Primary",images/Trek/FX_Sport_6/FXSportEquippedStepover-26-56824-A-Primary_04.jpg,FXSportEquippedStepover-26-56824-A-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2Midstep-26-57142-A-Primary",images/Trek/FX_Sport_6/FX2Midstep-26-57142-A-Primary_05.jpg,FX2Midstep-26-57142-A-Primary_05.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2Stepover-26-57139-A-Primary",images/Trek/FX_Sport_6/FX2Stepover-26-57139-A-Primary_06.jpg,FX2Stepover-26-57139-A-Primary_06.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX3EQStagger-24-40505-A-Primary",images/Trek/FX_Sport_6/FX3EQStagger-24-40505-A-Primary_07.jpg,FX3EQStagger-24-40505-A-Primary_07.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX3EQMen-24-40504-A-Primary",images/Trek/FX_Sport_6/FX3EQMen-24-40504-A-Primary_08.jpg,FX3EQMen-24-40504-A-Primary_08.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX3-24-40819-A-Primary",images/Trek/FX_Sport_6/FX3-24-40819-A-Primary_09.jpg,FX3-24-40819-A-Primary_09.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2EQMen-24-40506-B-Primary",images/Trek/FX_Sport_6/FX2EQMen-24-40506-B-Primary_10.jpg,FX2EQMen-24-40506-B-Primary_10.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2EQStagger-24-40507-B-Primary",images/Trek/FX_Sport_6/FX2EQStagger-24-40507-B-Primary_11.jpg,FX2EQStagger-24-40507-B-Primary_11.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2-24-40815-B-Primary",images/Trek/FX_Sport_6/FX2-24-40815-B-Primary_12.jpg,FX2-24-40815-B-Primary_12.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX1-24-40813-A-Primary",images/Trek/FX_Sport_6/FX1-24-40813-A-Primary_13.jpg,FX1-24-40813-A-Primary_13.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FXSport4Carbon-24-40822-A-Primary",images/Trek/FX_Sport_6/FXSport4Carbon-24-40822-A-Primary_14.jpg,FXSport4Carbon-24-40822-A-Primary_14.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX1_21_32769_A_Primary",images/Trek/FX_Sport_6/FX1_21_32769_A_Primary_15.jpg,FX1_21_32769_A_Primary_15.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FXSportEquippedMidstep-26-56825-B-Primary",images/Trek/FX_Sport_6/FXSportEquippedMidstep-26-56825-B-Primary_16.jpg,FXSportEquippedMidstep-26-56825-B-Primary_16.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FXSportEquippedStepover-26-56824-B-Primary",images/Trek/FX_Sport_6/FXSportEquippedStepover-26-56824-B-Primary_17.jpg,FXSportEquippedStepover-26-56824-B-Primary_17.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2Midstep-26-57142-B-Primary",images/Trek/FX_Sport_6/FX2Midstep-26-57142-B-Primary_18.jpg,FX2Midstep-26-57142-B-Primary_18.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2Stepover-26-57139-C-Primary",images/Trek/FX_Sport_6/FX2Stepover-26-57139-C-Primary_19.jpg,FX2Stepover-26-57139-C-Primary_19.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2Stepover-26-57139-B-Primary",images/Trek/FX_Sport_6/FX2Stepover-26-57139-B-Primary_20.jpg,FX2Stepover-26-57139-B-Primary_20.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX3-24-40819-C-Primary",images/Trek/FX_Sport_6/FX3-24-40819-C-Primary_21.jpg,FX3-24-40819-C-Primary_21.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2EQMen-24-40506-A-Primary",images/Trek/FX_Sport_6/FX2EQMen-24-40506-A-Primary_22.jpg,FX2EQMen-24-40506-A-Primary_22.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2EQStagger-24-40507-A-Primary",images/Trek/FX_Sport_6/FX2EQStagger-24-40507-A-Primary_23.jpg,FX2EQStagger-24-40507-A-Primary_23.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/FX2-24-40815-A-Primary",images/Trek/FX_Sport_6/FX2-24-40815-A-Primary_24.jpg,FX2-24-40815-A-Primary_24.jpg,https://media.trekbikes.com/image/upload/w_1200/FXSport6Carbon_22_35787_A_Portrait,images/Trek/FX_Sport_6/FXSport6Carbon_22_35787_A_Portrait_25.jpg,FXSport6Carbon_22_35787_A_Portrait_25.jpg,,,
Domane+ AL 5,2999.0,Electric road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/47218/,47218,blue,Blue,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR6-26-46164-A-Primary",images/Trek/Domane_AL_5/DomanePlusSLR6-26-46164-A-Primary_01.jpg,DomanePlusSLR6-26-46164-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusALR5-26-56175-B-Primary",images/Trek/Domane_AL_5/DomanePlusALR5-26-56175-B-Primary_02.jpg,DomanePlusALR5-26-56175-B-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-C-Primary",images/Trek/Domane_AL_5/DomanePlusSLR9-26-58187-C-Primary_03.jpg,DomanePlusSLR9-26-58187-C-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-A-Primary",images/Trek/Domane_AL_5/DomanePlusSLR7-26-58152-A-Primary_04.jpg,DomanePlusSLR7-26-58152-A-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9_23_36742_C_Primary",images/Trek/Domane_AL_5/DomanePlusSLR9_23_36742_C_Primary_05.jpg,DomanePlusSLR9_23_36742_C_Primary_05.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7eTapUS-24-41482-D-Primary",images/Trek/Domane_AL_5/DomanePlusSLR7eTapUS-24-41482-D-Primary_06.jpg,DomanePlusSLR7eTapUS-24-41482-D-Primary_06.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7_23_36711_C_Primary",images/Trek/Domane_AL_5/DomanePlusSLR7_23_36711_C_Primary_07.jpg,DomanePlusSLR7_23_36711_C_Primary_07.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR6_23_36701_A_Primary",images/Trek/Domane_AL_5/DomanePlusSLR6_23_36701_A_Primary_08.jpg,DomanePlusSLR6_23_36701_A_Primary_08.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusALR5-26-56175-A-Primary",images/Trek/Domane_AL_5/DomanePlusALR5-26-56175-A-Primary_09.jpg,DomanePlusALR5-26-56175-A-Primary_09.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-D-Primary",images/Trek/Domane_AL_5/DomanePlusSLR9-26-58187-D-Primary_10.jpg,DomanePlusSLR9-26-58187-D-Primary_10.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-A-Primary",images/Trek/Domane_AL_5/DomanePlusSLR9-26-58187-A-Primary_11.jpg,DomanePlusSLR9-26-58187-A-Primary_11.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-B-Primary",images/Trek/Domane_AL_5/DomanePlusSLR9-26-58187-B-Primary_12.jpg,DomanePlusSLR9-26-58187-B-Primary_12.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-D-Primary",images/Trek/Domane_AL_5/DomanePlusSLR7-26-58152-D-Primary_13.jpg,DomanePlusSLR7-26-58152-D-Primary_13.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-C-Primary",images/Trek/Domane_AL_5/DomanePlusSLR7-26-58152-C-Primary_14.jpg,DomanePlusSLR7-26-58152-C-Primary_14.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-B-Primary",images/Trek/Domane_AL_5/DomanePlusSLR7-26-58152-B-Primary_15.jpg,DomanePlusSLR7-26-58152-B-Primary_15.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-25-36742-B-primary",images/Trek/Domane_AL_5/DomanePlusSLR9-25-36742-B-primary_16.jpg,DomanePlusSLR9-25-36742-B-primary_16.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-25-36711-A-Primary",images/Trek/Domane_AL_5/DomanePlusSLR7-25-36711-A-Primary_17.jpg,DomanePlusSLR7-25-36711-A-Primary_17.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-25-36711-B-Primary",images/Trek/Domane_AL_5/DomanePlusSLR7-25-36711-B-Primary_18.jpg,DomanePlusSLR7-25-36711-B-Primary_18.jpg,https://media.trekbikes.com/image/upload/w_1200/DomanePlusAL5-25-47222-A-Primary,images/Trek/Domane_AL_5/DomanePlusAL5-25-47222-A-Primary_19.jpg,DomanePlusAL5-25-47222-A-Primary_19.jpg,,,,,,,,,,,,,,,,,,,,,
Madone SL 5 Gen 8,3099.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46218/,46218,blue,Blue,,H1.5 Race*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone 5,3499.0,Cyclocross bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/41655/,41655,greylight,Grey light,,H1.5 Race*,,"1x, geen voorderailleur","https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/BooneDiscFrameset-25-47997-B-Primary",images/Trek/Boone_5/BooneDiscFrameset-25-47997-B-Primary_01.jpg,BooneDiscFrameset-25-47997-B-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/BooneDiscFrameset_22_35696_B_Primary",images/Trek/Boone_5/BooneDiscFrameset_22_35696_B_Primary_02.jpg,BooneDiscFrameset_22_35696_B_Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/BooneDiscFrameset-25-47997-A-Primary",images/Trek/Boone_5/BooneDiscFrameset-25-47997-A-Primary_03.jpg,BooneDiscFrameset-25-47997-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/BooneDiscFrameset_22_35696_A_Primary",images/Trek/Boone_5/BooneDiscFrameset_22_35696_A_Primary_04.jpg,BooneDiscFrameset_22_35696_A_Primary_04.jpg,https://media.trekbikes.com/image/upload/w_1200/Boone5-24-41655-A-Portrait,images/Trek/Boone_5/Boone5-24-41655-A-Portrait_05.jpg,Boone5-24-41655-A-Portrait_05.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Checkpoint SL 5 AXS Gen 3,3499.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/47071/,47071,black_grey,Black/Grey,,Endurance*,"SRAM DUB Wide, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Checkpoint SL 6 AXS Gen 3,3999.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/55098/,55098,greendark,Green dark,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane SL 6 gen 4,4299.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/57639/,57639,black_bronze,Black/Bronze,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SL 6 AXS Gen 8,4299.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46221/,46221,black,Black,,H1.5 Race*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane+ ALR 5,4299.0,Electric road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/56167/,56167,greylight,Grey light,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SL 6 Gen 8,4799.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46219/,46219,red,Red,,H1.5 Race*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane SL 6 AXS gen 4,4999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/36152/,36152,bluedark,Blue dark,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL7-26-57644-C-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL7-26-57644-C-Primary_01.jpg,DomaneSL7-26-57644-C-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL6-26-57639-A-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL6-26-57639-A-Primary_02.jpg,DomaneSL6-26-57639-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL5-26-57629-D-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL5-26-57629-D-Primary_03.jpg,DomaneSL5-26-57629-D-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSLFrameset_23_37302_A_Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSLFrameset_23_37302_A_Primary_04.jpg,DomaneSLFrameset_23_37302_A_Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL5-24-41348-A-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL5-24-41348-A-Primary_05.jpg,DomaneSL5-24-41348-A-Primary_05.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL7-25-47132-A-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL7-25-47132-A-Primary_06.jpg,DomaneSL7-25-47132-A-Primary_06.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL6-25-47131-A-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL6-25-47131-A-Primary_07.jpg,DomaneSL6-25-47131-A-Primary_07.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSLFS_19_23396_A_Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSLFS_19_23396_A_Primary_08.jpg,DomaneSLFS_19_23396_A_Primary_08.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DOMANESLDiscFrameset_22_35073_B_Primary",images/Trek/Domane_SL_6_AXS_gen_4/DOMANESLDiscFrameset_22_35073_B_Primary_09.jpg,DOMANESLDiscFrameset_22_35073_B_Primary_09.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL7-26-57644-A-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL7-26-57644-A-Primary_10.jpg,DomaneSL7-26-57644-A-Primary_10.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL5-26-57629-A-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL5-26-57629-A-Primary_11.jpg,DomaneSL5-26-57629-A-Primary_11.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSLFrameset_23_37302_B_Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSLFrameset_23_37302_B_Primary_12.jpg,DomaneSLFrameset_23_37302_B_Primary_12.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL5-24-41348-C-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL5-24-41348-C-Primary_13.jpg,DomaneSL5-24-41348-C-Primary_13.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSL6-25-47131-B-Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL6-25-47131-B-Primary_14.jpg,DomaneSL6-25-47131-B-Primary_14.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneSLDiscFrameset_22_35073_A_Primary",images/Trek/Domane_SL_6_AXS_gen_4/DomaneSLDiscFrameset_22_35073_A_Primary_15.jpg,DomaneSLDiscFrameset_22_35073_A_Primary_15.jpg,https://media.trekbikes.com/image/upload/w_1200/DomaneSL6eTap_23_36152_A_Portrait,images/Trek/Domane_SL_6_AXS_gen_4/DomaneSL6eTap_23_36152_A_Portrait_16.jpg,DomaneSL6eTap_23_36152_A_Portrait_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane SL 7 Gen 4,5499.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/47132/,47132,black,Black,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SL 7 Gen 8,5999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46220/,46220,grey,Grey,,H1.5 Race*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
