post_title,post_content,post_status,post_type,sku,regular_price,product_cat,brand,product_url,variant,color,meta:Material,meta:Weight,images,meta:image_1_local_path,meta:additional_image_2,meta:image_2_local_path,meta:additional_image_3,meta:image_3_local_path,meta:additional_image_4,meta:image_4_local_path,meta:additional_image_5,meta:image_5_local_path,meta:import_date,meta:import_source
Speedmax CFR TT,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3728,12199.0,Time Trial,Canyon,https://www.canyon.com/nl-nl/racefietsen/triathlon-fietsen/speedmax/cfr/speedmax-cfr-tt/3728.html?dwvar_3728_pv_rahmenfarbe=R090_P01,,,Carbon (CFR),"8,7 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw8cfa038b/images/customer-service/road-bikes/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg?sw=1080,images/Canyon/Speedmax_CFR_TT/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Speedmax_CFR_TT/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Speedmax_CFR_TT/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw2d81fa67/images/pdp/Speedmax-CFR-TT-adv-pdp-01.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CFR_TT/Speedmax-CFR-TT-adv-pdp-01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw499f23a7/images/pdp/Speedmax-CFR-TT-adv-pdp-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CFR_TT/Speedmax-CFR-TT-adv-pdp-02.jpg,2025-07-18 10:58:29,trek_scraper
Inflite CF SL 5,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3549,2549.0,Cyclocross,Canyon,https://www.canyon.com/nl-nl/racefietsen/cyclocross-fietsen/inflite/cf-sl/inflite-cf-sl-5/3549.html?dwvar_3549_pv_rahmenfarbe=R063_P26,,,Carbon (CF),"8,92 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw29e8b752/images/top/3549_TOP-4/2024/3549_TOP-4_inflite-cf-sl-5_P26_seatclamp.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Inflite_CF_SL_5/3549_TOP-4_inflite-cf-sl-5_P26_seatclamp.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Inflite_CF_SL_5/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwc239c0f0/images/full/full_2025_/2024/full_2025_3549_inflite-cf-sl-5_P26_P5.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Inflite_CF_SL_5/full_2025_3549_inflite-cf-sl-5_P26_P5.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Inflite_CF_SL_5/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwbbaff306/images/customer-service/road-bikes/Unboxing-inflite-my24-cfr.jpg?sw=1080,images/Canyon/Inflite_CF_SL_5/Unboxing-inflite-my24-cfr.jpg,2025-07-18 10:58:29,trek_scraper
Speedmax CF SLX 8 AXS,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3866,8139.0,Time Trial,Canyon,https://www.canyon.com/nl-nl/racefietsen/triathlon-fietsen/speedmax/cf-slx/speedmax-cf-slx-8-axs/3866.html?dwvar_3866_pv_rahmenfarbe=R091_P12,,,Carbon (CF),"9,42 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw8cfa038b/images/customer-service/road-bikes/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg?sw=1080,images/Canyon/Speedmax_CF_SLX_8_AXS/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Speedmax_CF_SLX_8_AXS/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw1f865395/images/full/full_2025_/2024/full_2025_3866_speedmax-cf-slx-8-axs_R091_P12_P5.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Speedmax_CF_SLX_8_AXS/full_2025_3866_speedmax-cf-slx-8-axs_R091_P12_P5.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdb2696fc/images/top/3866_TOP-1/2024/3866_TOP-1_speedmax-cf-slx-8-axs_R091_P12_cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CF_SLX_8_AXS/3866_TOP-1_speedmax-cf-slx-8-axs_R091_P12_cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Speedmax_CF_SLX_8_AXS/pdpModalTriggerCompare.jpg,2025-07-18 10:58:29,trek_scraper
Ultimate CFR LTD,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3863,10699.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cfr/ultimate-cfr-ltd/3863.html?dwvar_3863_pv_rahmenfarbe=R102_P08,,,Carbon (CFR),"6,72 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Ultimate_CFR_LTD/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CFR_LTD/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw99cc363b/images/pdp/Adv-pdp-ultimate-my25-CFR-LTD-01.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CFR_LTD/Adv-pdp-ultimate-my25-CFR-LTD-01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw5783cda7/images/customer-service/road-bikes/unbox-and-assemble-your-ultimate-2023.jpg?sw=1080,images/Canyon/Ultimate_CFR_LTD/unbox-and-assemble-your-ultimate-2023.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Ultimate_CFR_LTD/DI_LogoNEU_2025_pos_RGB.png,2025-07-18 10:58:29,trek_scraper
Endurace CF SLX 8 AXS Aero,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3712,4779.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/cf-slx/endurace-cf-slx-8-axs-aero/3712.html?dwvar_3712_pv_rahmenfarbe=R077_P10,,,Carbon (CF),8 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_CF_SLX_8_AXS_Aero/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw40c9e29e/images/top/3712-1_TOP/2024/3712-1_TOP-2_endurace-cf-slx8-axs_R077-2_P10_cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_CF_SLX_8_AXS_Aero/3712-1_TOP-2_endurace-cf-slx8-axs_R077-2_P10_cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_CF_SLX_8_AXS_Aero/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwb43846a3/images/full/full_2024_/2024/full_2024_3712-1_endurace-cf-slx8-axs_R077-2_P10_P5.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_CF_SLX_8_AXS_Aero/full_2024_3712-1_endurace-cf-slx8-axs_R077-2_P10_P5.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwb43846a3/images/full/full_2024_/2024/full_2024_3712-1_endurace-cf-slx8-axs_R077-2_P10_P5.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_CF_SLX_8_AXS_Aero/full_2024_3712-1_endurace-cf-slx8-axs_R077-2_P10_P5.jpg,2025-07-18 10:58:29,trek_scraper
Ultimate CF SLX 8 AXS,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4067,6599.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cf-slx/ultimate-cf-slx-8-axs/4067.html?dwvar_4067_pv_rahmenfarbe=R100_P09,,,Carbon (CF),"7,42 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw2d1a065f/images/top/2026_TOP-1/2026/2026_TOP-1_ultimate_cf-slx-8-axs_4067_R100_P09_cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_SLX_8_AXS/2026_TOP-1_ultimate_cf-slx-8-axs_4067_R100_P09_cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Ultimate_CF_SLX_8_AXS/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw4c0a8987/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-slx-8-axs_4067_R100_P09.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_SLX_8_AXS/2026_FULL_ultimate_cf-slx-8-axs_4067_R100_P09.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CF_SLX_8_AXS/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw55f01349/images/top/2026_TOP-6/2026/2026_TOP-6_ultimate_cf-slx-8-axs_4067_R100_P09_tx25.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_SLX_8_AXS/2026_TOP-6_ultimate_cf-slx-8-axs_4067_R100_P09_tx25.jpg,2025-07-18 10:58:29,trek_scraper
Ultimate CF 7 Di2 AERO,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4064,4049.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cf-sl/ultimate-cf-7-di2-aero/4064.html?dwvar_4064_pv_rahmenfarbe=R101_P06,,,Carbon (CF),"8,16 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Ultimate_CF_7_Di2_AERO/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw3a1b5b82/images/top/2026_TOP-4/2026/2026_TOP-4_ultimate_cf-sl-7-aero_4064_R101_P06_carbon.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2_AERO/2026_TOP-4_ultimate_cf-sl-7-aero_4064_R101_P06_carbon.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CF_7_Di2_AERO/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw31177759/images/top/2026_TOP-1/2026/2026_TOP-1_ultimate_cf-sl-7-aero_4064_R101_P06_perfect-balance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2_AERO/2026_TOP-1_ultimate_cf-sl-7-aero_4064_R101_P06_perfect-balance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw22c3f21a/images/top/2026_TOP-6/2026/2026_TOP-6_ultimate_cf-sl-7-aero_4064_R101_P06_seatpost.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2_AERO/2026_TOP-6_ultimate_cf-sl-7-aero_4064_R101_P06_seatpost.jpg,2025-07-18 10:58:29,trek_scraper
Endurace 7 RAW,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3705,1649.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/al/endurace-7-raw/3705.html?dwvar_3705_pv_rahmenfarbe=R074_P05,,,Aluminium (AL),"9,4 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_7_RAW/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_7_RAW/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwba91717d/images/top/3705_TOP-3/2023/3705_TOP-3_endurace-7_P05_tyre-clearance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_7_RAW/3705_TOP-3_endurace-7_P05_tyre-clearance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdeb5b588/images/top/3705_TOP-1/2023/3705_TOP-1_endurace-7_P05_tt-rivet.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_7_RAW/3705_TOP-1_endurace-7_P05_tt-rivet.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw9db09871/images/pdp/road-bikes/Adv-Pdp-canyon-Endurace-CFR-04.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_7_RAW/Adv-Pdp-canyon-Endurace-CFR-04.jpg,2025-07-18 10:58:29,trek_scraper
